date,open,high,low,close,volume
2019-01-02,5921.46,5921.46,5799.62,5815.87,42478984.0
2019-01-03,5815.87,5879.22,5807.74,5835.36,25879802.0
2019-01-04,5802.87,5962.07,5776.88,5953.95,48961213.0
2019-01-07,5991.32,6004.31,5888.97,5926.33,39269076.0
2019-01-08,5914.96,5916.59,5853.23,5903.59,19302164.0
2019-01-09,6043.3,6183.01,6022.18,6093.66,105806077.0
2019-01-10,6072.54,6161.89,6057.92,6134.28,47756614.0
2019-01-11,6166.77,6166.77,6074.17,6129.4,33092589.0
2019-01-14,6135.9,6168.39,6098.54,6121.28,21177348.0
2019-01-15,6147.27,6316.23,6126.15,6299.98,61271292.0
2019-01-16,6303.23,6416.95,6278.86,6386.08,50192876.0
2019-01-17,6189.51,6316.23,6147.27,6280.49,92745328.0
2019-01-18,6283.73,6360.09,6243.12,6330.85,56937644.0
2019-01-21,6340.59,6522.54,6311.35,6413.7,58980901.0
2019-01-22,6412.07,6412.07,6282.11,6321.1,31945881.0
2019-01-23,6290.23,6410.45,6251.24,6366.59,34826523.0
2019-01-24,6410.45,6416.95,6335.72,6397.45,29729031.0
2019-01-25,6426.69,6514.42,6373.08,6481.93,48283883.0
2019-01-28,6514.42,6707.74,6506.3,6545.29,51847665.0
2019-01-29,6538.79,6688.25,6517.67,6676.87,52298077.0
2019-01-30,6633.01,6668.75,6569.65,6611.89,33230654.0
2019-01-31,6673.62,6782.47,6641.13,6782.47,47374589.0
2019-02-01,6879.94,6879.94,6766.22,6816.58,40894729.0
2019-02-11,6801.96,7031.02,6788.97,6996.91,39917349.0
2019-02-12,6996.91,7058.64,6956.3,7021.28,36698352.0
2019-02-13,7045.65,7091.13,6957.92,7068.39,41802503.0
2019-02-14,7060.27,7229.22,7019.65,7204.85,43546157.0
2019-02-15,7186.98,7188.61,6930.3,6944.92,64381715.0
2019-02-18,7032.65,7193.48,7019.65,7162.61,48026017.0
2019-02-19,7229.22,7391.67,7188.61,7248.71,53235010.0
2019-02-20,7308.82,7323.44,7188.61,7308.82,33464112.0
2019-02-21,7326.69,7391.67,7248.71,7284.45,44965515.0
2019-02-22,7276.33,7310.45,7146.37,7303.95,45113200.0
2019-02-25,7427.44,7590.44,7310.53,7587.15,93008257.0
2019-02-26,7577.27,7577.27,7378.04,7397.8,67527001.0
2019-02-27,7458.72,7468.6,7277.6,7335.23,46966648.0
2019-02-28,7327.0,7430.73,7317.12,7376.39,34638053.0
2019-03-01,7435.67,7550.93,7414.26,7529.52,64503002.0
2019-03-04,7618.43,7860.47,7573.98,7681.0,88029512.0
2019-03-05,7746.86,7816.01,7689.23,7751.8,53711471.0
2019-03-06,7788.02,7870.35,7690.88,7755.09,47632361.0
2019-03-07,7755.09,7756.74,7491.65,7531.17,63612511.0
2019-03-08,7369.81,7473.54,7315.47,7328.65,63223056.0
2019-03-11,7328.65,7485.06,7328.65,7470.25,42744102.0
2019-03-12,7529.52,7532.81,7343.46,7376.39,70191342.0
2019-03-13,7389.57,7450.49,7376.39,7401.09,39902264.0
2019-03-14,7392.86,7573.98,7381.33,7485.06,51368856.0
2019-03-15,7491.65,7850.59,7491.65,7725.46,83975319.0
2019-03-18,7722.16,7921.39,7662.89,7886.81,65350732.0
2019-03-19,7891.75,7974.08,7723.81,7773.2,50703847.0
2019-03-20,7740.27,7755.09,7592.09,7674.41,46049241.0
2019-03-21,7639.84,7667.83,7570.68,7618.43,46690937.0
2019-03-22,7639.84,7695.82,7541.05,7600.32,42619203.0
2019-03-25,7486.71,7519.64,7389.57,7407.68,57037810.0
2019-03-26,7455.43,7480.12,7287.48,7376.39,49095354.0
2019-03-27,7422.5,7537.75,7384.63,7508.12,43079560.0
2019-03-28,7470.25,7570.68,7415.91,7513.06,34626542.0
2019-03-29,7517.99,7788.02,7517.99,7773.2,79588027.0
2019-04-09,8550.36,8550.36,8550.36,8550.36,10843642.0
2019-04-10,9404.9,9404.9,8983.39,9404.9,322875034.0
2019-04-11,9439.48,9614.01,9006.45,9088.77,174327744.0
2019-04-12,9024.56,9220.49,8710.07,8981.75,109251512.0
2019-04-15,9180.98,9640.35,9090.42,9335.75,138528609.0
2019-04-16,9269.89,9595.9,9176.04,9589.31,90534495.0
2019-04-17,9589.31,9605.78,9385.14,9460.88,71134936.0
2019-04-18,9625.54,9895.56,9576.14,9796.77,96045516.0
2019-04-19,9796.77,10768.22,9661.76,10702.36,104428516.0
2019-04-22,10493.25,10585.46,10023.99,10066.8,126873432.0
2019-04-23,10027.29,10126.08,9795.13,10042.1,87488196.0
2019-04-24,10159.01,10188.64,9833.0,9864.28,83847354.0
2019-04-25,9763.84,9813.24,9434.54,9508.63,88811027.0
2019-04-26,9505.34,9595.9,9236.96,9250.13,72059629.0
2019-04-29,9179.33,9646.94,9057.49,9436.19,94751043.0
2019-04-30,9031.14,9408.2,8973.52,9151.34,85342281.0
2019-05-06,8789.11,8999.86,8430.17,8484.5,135811358.0
2019-05-07,8570.12,8927.41,8570.12,8795.69,92700222.0
2019-05-08,8561.89,8835.21,8512.49,8616.22,55479012.0
2019-05-09,8542.13,8647.51,8318.2,8528.96,73733501.0
2019-05-10,8726.54,9245.19,8522.37,9097.0,90050525.0
2019-05-13,8762.76,9103.59,8762.76,8907.65,45334447.0
2019-05-14,8767.7,8971.87,8729.83,8785.81,50839633.0
2019-05-15,8973.52,9261.66,8924.12,9210.61,73830878.0
2019-05-16,9171.1,9315.99,9138.17,9251.78,43178158.0
2019-05-17,9253.42,9289.65,8915.89,9022.91,49182968.0
2019-05-20,8948.82,9087.13,8696.9,8831.92,46021753.0
2019-05-21,8864.85,9260.01,8861.55,9129.93,51895127.0
2019-05-22,9154.63,9212.26,9006.45,9055.84,27649662.0
2019-05-23,9055.84,9072.31,8706.78,8706.78,52302950.0
2019-05-24,8734.77,8965.28,8734.77,8874.72,42952023.0
2019-05-27,8892.84,8973.52,8723.25,8899.42,35229427.0
2019-05-28,8891.19,9110.18,8858.26,9039.38,39962173.0
2019-05-29,8912.59,8999.86,8841.79,8907.65,29526221.0
2019-05-30,8831.92,8856.61,8665.62,8716.66,45544777.0
2019-05-31,8710.07,8813.8,8589.88,8612.93,37422212.0
2019-06-03,8678.79,8749.59,8545.42,8644.21,36729313.0
2019-06-04,8644.21,8756.18,8402.17,8476.27,37091546.0
2019-06-05,8594.82,8777.58,8395.59,8619.51,49629698.0
2019-06-06,8619.51,8743.0,8560.24,8660.68,28839261.0
2019-06-10,8743.0,8767.7,8631.04,8733.12,35932314.0
2019-06-11,8710.07,8902.72,8622.81,8882.96,70345156.0
2019-06-12,8861.55,8863.2,8645.86,8690.31,48630704.0
2019-06-13,8627.75,8629.39,8359.36,8441.69,68976808.0
2019-06-14,8443.34,8552.01,8410.41,8423.58,32945834.0
2019-06-17,8430.17,8504.26,8326.43,8354.43,38691309.0
2019-06-18,8374.18,8431.81,8300.09,8402.17,28522558.0
2019-06-19,8603.05,8723.25,8563.53,8580.0,57329404.0
2019-06-20,8580.0,8934.0,8565.18,8891.19,72059196.0
2019-06-21,8948.82,9022.91,8761.11,8777.58,54778165.0
2019-06-24,8858.26,9034.44,8775.93,8948.82,50235311.0
2019-06-25,8948.82,8999.86,8757.82,8907.65,41615080.0
2019-06-26,8818.74,8989.98,8813.8,8968.58,30717055.0
2019-06-27,9006.45,9138.17,8973.52,9054.19,41458493.0
2019-06-28,9080.54,9115.12,8943.88,9055.84,26937806.0
2019-07-01,9260.01,9714.45,9250.13,9646.94,87895488.0
2019-07-02,9604.13,9706.22,9584.37,9643.65,44028866.0
2019-07-03,9595.9,9632.12,9368.68,9439.48,40891086.0
2019-07-04,9483.94,9576.14,9291.29,9365.39,37364879.0
2019-07-05,9398.32,9579.43,9343.98,9566.26,30627920.0
2019-07-08,9500.4,9506.99,9202.38,9299.53,40525020.0
2019-07-09,9301.17,9365.39,9139.81,9218.85,24496735.0
2019-07-10,9309.4,9329.16,9180.98,9268.24,24756619.0
2019-07-11,9357.15,9479.0,9179.33,9220.49,40924543.0
2019-07-12,9220.49,9363.74,9151.34,9299.53,29430754.0
2019-07-15,9202.38,9319.28,8989.98,9200.73,43097748.0
2019-07-16,9220.49,9235.31,8996.57,9024.56,37620864.0
2019-07-17,9009.74,9021.26,8907.65,8978.46,28145938.0
2019-07-18,8971.87,8973.52,8841.79,8957.05,28354936.0
2019-07-19,9006.45,9021.26,8894.48,8924.12,37702991.0
2019-07-22,8924.12,8973.52,8813.8,8891.19,21306432.0
2019-07-23,8892.84,8957.05,8859.91,8957.05,22905722.0
2019-07-24,9003.15,9146.4,8983.39,9016.32,35588642.0
2019-07-25,9016.32,9113.47,8958.7,9075.6,22567722.0
2019-07-26,9008.09,9148.05,9001.51,9131.58,25461600.0
2019-07-29,9129.93,9167.8,8924.12,8993.27,35937720.0
2019-07-30,8996.57,9105.24,8957.05,9069.01,27330263.0
